# Sensor Masthugget, Majorna-Linné, Sweden (Citizen Science project sensor.community/13439)
# https://aqicn.org/station/@60853/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2020-10-19T00:00:00.000Z,0.1,5.07,1.1,0.7,1.63,0.874,437
2020-10-20T00:00:00.000Z,0.4,12.53,6.3,3.64,8.69,3.381,441
2020-10-21T00:00:00.000Z,0.15,25.7,15.38,4.2,19.05,7.634,431
2020-10-22T00:00:00.000Z,0.3,5.2,1.6,1.2,2.12,0.838,423
2020-10-23T00:00:00.000Z,0.6,2.9,1.43,1.1,1.8,0.425,417
2020-10-24T00:00:00.000Z,0.2,6.27,1.2,0.9,1.7,1.124,431
2020-10-25T00:00:00.000Z,0.72,11.4,2,1.47,4.4,2.243,467
2020-10-26T00:00:00.000Z,1,6.37,3.09,2.29,3.83,1.129,466
2020-10-27T00:00:00.000Z,0.6,6.4,2.75,2.1,3.43,1.165,434
2020-10-28T00:00:00.000Z,0.5,6.47,1.9,1.2,2.66,1.395,460
2020-10-29T00:00:00.000Z,0.77,9.86,2.06,1.7,2.5,1.262,456
2020-10-30T00:00:00.000Z,0.33,6.83,2.02,1.77,2.33,0.945,475
2020-10-31T00:00:00.000Z,0.23,3.77,1.98,1.6,2.33,0.688,478
2020-11-01T00:00:00.000Z,0.3,6.3,2.77,2.37,3.45,0.907,478
2020-11-02T00:00:00.000Z,0.3,4.12,2.1,1.26,2.6,0.888,456
2020-11-03T00:00:00.000Z,0.5,5.97,1.37,1.1,1.72,0.557,448
2020-11-04T00:00:00.000Z,0.3,2.9,1,0.77,1.43,0.483,359
2020-11-05T00:00:00.000Z,0.9,7.97,2.47,1.93,3.04,1.362,333
2020-11-06T00:00:00.000Z,1.2,6.22,2.35,1.98,2.99,0.701,341
2020-11-07T00:00:00.000Z,0.9,8.5,2.37,1.8,3.4,1.262,392
2020-11-08T00:00:00.000Z,1.7,4.8,2.7,2.4,3.1,0.556,351
2020-11-09T00:00:00.000Z,1,4.76,2.2,1.7,2.93,0.78,287
2020-11-10T00:00:00.000Z,1.5,8.36,3.53,2.29,5.57,1.909,332
2020-11-11T00:00:00.000Z,4.17,11.63,9.27,7.4,10.1,1.737,346
2020-11-12T00:00:00.000Z,2,10.53,4.3,3.27,5.84,2.242,292
2020-11-13T00:00:00.000Z,2.87,10.3,6.83,5.03,7.63,1.674,310
2020-11-14T00:00:00.000Z,1,6.7,2.47,1.8,3.37,1.243,334
2020-11-15T00:00:00.000Z,1.1,15.6,7.3,5.01,9.16,3.87,289
2020-11-16T00:00:00.000Z,0.7,5.4,1.83,1.53,2.37,1.027,282
2020-11-17T00:00:00.000Z,0.56,5.2,2.37,1.7,3.56,1.119,309
2020-11-18T00:00:00.000Z,0.5,13,3.6,1.97,5.23,3.235,370
2020-11-19T00:00:00.000Z,0,8.23,0.8,0.43,2.29,1.371,368
2020-11-20T00:00:00.000Z,0.1,11.97,0.43,0.3,0.7,0.784,367
2020-11-21T00:00:00.000Z,0.3,3.9,1.72,1.2,2.4,0.809,310
2020-11-22T00:00:00.000Z,0.8,4.09,1.97,1.49,2.59,0.764,305
2020-11-23T00:00:00.000Z,0.4,2.4,1.07,0.9,1.4,0.412,274
2020-11-24T00:00:00.000Z,1.3,4.53,2.17,1.9,2.57,0.53,288
2020-11-25T00:00:00.000Z,2,16.87,9.69,8.15,12.45,3.59,297
2020-11-26T00:00:00.000Z,0.1,14.63,1.23,0.7,2.7,4.538,286
2020-11-27T00:00:00.000Z,1.3,8.17,3.37,2.6,4.09,1.344,274
2020-11-28T00:00:00.000Z,0.77,4.3,2,1.32,2.5,0.728,281
2020-11-29T00:00:00.000Z,0.3,5.63,1.4,1,2.09,0.796,285
2020-11-30T00:00:00.000Z,0.5,7.83,1.97,1.3,4,1.97,259
2020-12-01T00:00:00.000Z,0.97,9.63,7.2,6.49,8.17,1.842,244
2020-12-02T00:00:00.000Z,6.2,20.53,8.8,7.37,13.83,4.006,279
2020-12-03T00:00:00.000Z,7.47,25.67,18.93,14.22,21.29,4.365,240
2020-12-04T00:00:00.000Z,7.77,17.39,12.6,10.83,14.03,2.019,251
2020-12-05T00:00:00.000Z,8.5,18.2,14.25,13.23,14.93,1.554,254
2020-12-06T00:00:00.000Z,6.07,20.47,14.03,10.02,15.77,3.605,343
2020-12-07T00:00:00.000Z,6.07,14.93,8.33,7.3,10.4,1.876,290
2020-12-08T00:00:00.000Z,1.3,13.17,7.32,2.74,10.3,3.605,280
2020-12-09T00:00:00.000Z,3.77,12,8.86,7.82,9.91,1.921,252
2020-12-10T00:00:00.000Z,1.97,12.1,6.05,4.57,7.97,2.312,266
2020-12-11T00:00:00.000Z,1.3,7.43,2.87,1.99,5.5,1.807,317
2020-12-12T00:00:00.000Z,3.17,7.1,5.2,4.59,5.8,0.833,316
2020-12-13T00:00:00.000Z,0.56,4.5,2,1.6,2.52,0.657,302
2020-12-14T00:00:00.000Z,1.47,13.03,2.52,2.1,4.84,2.303,288
2020-12-15T00:00:00.000Z,1.43,16.82,9.52,6.5,12.63,4.348,307
2020-12-16T00:00:00.000Z,2.5,9.47,5.17,4.26,6.8,1.685,309
2020-12-17T00:00:00.000Z,1.3,13.77,4.67,3.05,7.59,3.123,277
2020-12-18T00:00:00.000Z,1.4,16.63,4.37,2.29,9.72,4.477,305
2020-12-19T00:00:00.000Z,3.4,16.82,7.17,5.8,11.1,3.31,284
2020-12-20T00:00:00.000Z,4.23,14.87,10.32,9.27,11.37,1.806,306
2020-12-21T00:00:00.000Z,1.3,13.77,3.77,2.7,9.93,4.057,299
2020-12-22T00:00:00.000Z,0.1,3.53,1.6,0.8,2.2,0.836,282
2020-12-23T00:00:00.000Z,0.8,8.07,1.8,1.4,2.2,1.196,306
2020-12-24T00:00:00.000Z,0.2,9.69,0.7,0.5,0.9,0.727,281
2020-12-25T00:00:00.000Z,0,9.73,0.6,0.3,1.97,2.136,306
2020-12-26T00:00:00.000Z,0.3,6.2,1,0.7,2.1,1.131,291
2020-12-27T00:00:00.000Z,0.3,5.47,1.37,0.7,3.1,1.287,305
2020-12-28T00:00:00.000Z,0.9,17.47,4.2,3.12,5.09,1.545,292
2020-12-29T00:00:00.000Z,2.29,8.57,5.8,3.7,6.7,1.624,285
2020-12-30T00:00:00.000Z,0.33,7.97,3.93,2.5,4.97,1.855,291
2020-12-31T00:00:00.000Z,0.1,40.77,0.77,0.33,1.8,3.415,311
2021-01-01T00:00:00.000Z,1.3,15.03,4.95,3.53,5.87,2.721,302
2021-01-02T00:00:00.000Z,2.13,6.17,4.13,3.63,4.76,0.765,272
2021-01-03T00:00:00.000Z,0.33,2.43,1.07,0.7,1.5,0.482,278
2021-01-04T00:00:00.000Z,0.1,2.77,0.7,0.5,1.53,0.599,270
2021-01-05T00:00:00.000Z,0.83,3.63,1.6,1.37,1.8,0.38,271
2021-01-06T00:00:00.000Z,0.3,3.63,1.12,0.8,1.83,0.62,277
2021-01-07T00:00:00.000Z,1.5,6.3,2.6,2.13,2.93,0.709,272
2021-01-08T00:00:00.000Z,1.1,4.2,2,1.67,2.52,0.639,288
2021-01-09T00:00:00.000Z,1.4,9.67,3.2,2.5,4.38,1.208,285
2021-01-10T00:00:00.000Z,0.3,4.4,1.9,1.3,2.29,0.761,281
2021-01-11T00:00:00.000Z,0.1,7.07,1.4,0.97,1.73,0.739,261
2021-01-12T00:00:00.000Z,0.1,2.7,0.8,0.5,1.1,0.446,274
2021-01-13T00:00:00.000Z,0.4,5.17,1.63,1.12,2.19,0.861,269
2021-01-14T00:00:00.000Z,0.6,5.03,2.6,2,3.29,0.912,261
2021-01-15T00:00:00.000Z,1.53,6.53,2.7,2.2,3.47,0.817,282
2021-01-16T00:00:00.000Z,1.73,6.53,3.87,3.1,4.5,0.897,267
2021-01-17T00:00:00.000Z,1.57,6.7,3.13,2.29,3.72,0.884,248
2021-01-18T00:00:00.000Z,1.9,14.9,7.7,4.07,10.97,3.682,239
2021-01-19T00:00:00.000Z,0.3,8.73,2.4,1.3,4.93,2.297,215
2021-01-20T00:00:00.000Z,0,11.87,1.8,0.6,4.55,3.114,260
2021-01-21T00:00:00.000Z,1.12,8.9,2.06,1.8,2.37,1.113,246
2021-01-22T00:00:00.000Z,0.2,3.77,1.73,1,2.13,0.767,257
2021-01-23T00:00:00.000Z,1.47,15.5,2.5,2.06,3.53,1.251,254
2021-01-24T00:00:00.000Z,2.29,10.43,6.17,4.09,7.17,1.866,277
2021-01-25T00:00:00.000Z,0.8,8.47,3.3,2.1,5.7,2.051,242
2021-01-26T00:00:00.000Z,0.5,6.67,1.33,1,2.43,1.215,275
2021-01-27T00:00:00.000Z,1.83,9.23,5.53,4.09,6.53,1.691,250
2021-01-28T00:00:00.000Z,0.6,3.4,2,1.37,2.4,0.641,279
2021-01-29T00:00:00.000Z,1.1,4.2,2.17,1.8,2.7,0.636,272
2021-01-30T00:00:00.000Z,0.17,19.5,3.5,2.43,4.09,1.941,266
2021-01-31T00:00:00.000Z,2.13,14.17,4.7,3.44,5.5,1.543,281
2021-02-01T00:00:00.000Z,0.6,6.97,2.63,1.63,4.09,1.614,231
2021-02-02T00:00:00.000Z,1.33,5.63,3,2.34,3.73,0.932,249
2021-02-03T00:00:00.000Z,2.2,3.97,2.8,2.6,3.03,0.312,235
2021-02-04T00:00:00.000Z,1.4,3.2,2.23,1.9,2.5,0.393,269
2021-02-05T00:00:00.000Z,1.12,5.67,2.2,1.8,3.7,1.088,234
2021-02-06T00:00:00.000Z,1.17,5.3,2.7,2.22,3.3,0.863,245
2021-02-07T00:00:00.000Z,0.6,3,1.3,1,1.63,0.482,234
2021-02-08T00:00:00.000Z,0.3,2.43,0.77,0.6,0.9,0.268,257
2021-02-09T00:00:00.000Z,0.3,2.27,0.7,0.6,0.9,0.239,242
2021-02-10T00:00:00.000Z,0.1,2.9,0.8,0.6,1.1,0.366,236
2021-02-11T00:00:00.000Z,0.2,2.7,0.73,0.5,1.47,0.567,230
2021-02-12T00:00:00.000Z,1,8.83,2.17,1.65,4.25,1.715,273
2021-02-13T00:00:00.000Z,1.03,5.37,2.83,1.8,3.43,0.972,262
2021-02-14T00:00:00.000Z,1,15.8,4.2,3.14,5.19,1.621,240
2021-02-15T00:00:00.000Z,0.9,8.4,2.29,1.6,3.85,1.872,248
2021-02-16T00:00:00.000Z,1.6,10.13,6.07,4.25,7.77,2.108,233
2021-02-17T00:00:00.000Z,5.23,16.73,8.02,7.17,9.8,2.46,235
2021-02-18T00:00:00.000Z,3.93,12.4,7.13,5.93,8.49,1.691,265
2021-02-19T00:00:00.000Z,2.77,13.27,7.39,5,9.17,2.516,242
2021-02-20T00:00:00.000Z,3.1,8,4.13,3.73,4.9,1.241,251
2021-02-21T00:00:00.000Z,4.13,13.33,8.1,7.5,8.77,1.725,256
2021-02-22T00:00:00.000Z,4.87,15.7,9.77,7.89,12.39,2.608,213
2021-02-23T00:00:00.000Z,2.57,24.97,12.4,5.93,15.73,6.008,231
2021-02-24T00:00:00.000Z,2.9,20.13,9.1,4.17,17.39,6.313,234
2021-02-25T00:00:00.000Z,2.27,7.87,5.24,3.23,6.07,1.564,234
2021-02-26T00:00:00.000Z,1.4,6.33,2.73,2.13,3.43,0.849,228
2021-02-27T00:00:00.000Z,0.4,7.17,2.89,2.4,3.95,1.609,264
2021-02-28T00:00:00.000Z,0.73,6.07,3.3,2.63,4.07,1.158,263
2021-03-01T00:00:00.000Z,1.7,6.17,3,2.7,3.67,0.861,239
2021-03-02T00:00:00.000Z,1.7,10.57,3.25,2.6,6.2,2.156,254
2021-03-03T00:00:00.000Z,2.4,10.37,7.15,5.95,8.05,1.488,232
2021-03-04T00:00:00.000Z,0.1,5.57,0.8,0.6,1.5,0.996,230
2021-03-05T00:00:00.000Z,0.13,2.93,0.8,0.55,1.1,0.505,253
2021-03-06T00:00:00.000Z,0.73,4.47,2.4,1.47,3.13,0.939,246
2021-03-07T00:00:00.000Z,0,4.59,0.6,0.2,1.27,1.333,270
2021-03-08T00:00:00.000Z,0.3,23.2,0.9,0.6,1.33,1.55,248
2021-03-09T00:00:00.000Z,1.2,6.73,2.4,1.8,3,1.246,254
2021-03-10T00:00:00.000Z,0.3,6.4,2.6,1.1,3.4,1.392,234
2021-03-11T00:00:00.000Z,1.5,11.67,4,3.15,5.24,2.506,240
2021-03-12T00:00:00.000Z,1.33,13.77,3.39,2.43,4.07,1.265,248
2021-03-13T00:00:00.000Z,0.67,3.9,2.29,1.99,2.7,0.581,252
2021-03-14T00:00:00.000Z,0.83,4.3,1.87,1.6,2.42,0.714,245
2021-03-15T00:00:00.000Z,0.2,11.57,1.03,0.7,1.53,1.447,224
2021-03-16T00:00:00.000Z,0.03,4.83,1.82,1.1,2.29,0.88,230
2021-03-17T00:00:00.000Z,0.1,2.87,1.27,0.56,1.67,0.686,256
2021-03-18T00:00:00.000Z,0.13,3.27,1.27,0.6,1.8,0.717,239
2021-03-19T00:00:00.000Z,0.1,2.43,0.7,0.53,0.8,0.293,241
2021-03-20T00:00:00.000Z,0.73,5.3,2.2,1.5,2.87,0.933,254
2021-03-21T00:00:00.000Z,0.1,2.29,0.5,0.3,0.83,0.366,240
2021-03-22T00:00:00.000Z,0.4,3.1,1.2,0.9,1.6,0.564,238
2021-03-23T00:00:00.000Z,1.8,7.1,3.6,2.83,4.62,1.194,316
2021-03-24T00:00:00.000Z,5.9,19.89,12.57,9.23,15.75,3.638,232
2021-03-25T00:00:00.000Z,4.8,12.93,8.57,7.65,9.73,1.676,233
2021-03-26T00:00:00.000Z,3.83,22.03,12.3,10.63,17.2,4.008,252
2021-03-27T00:00:00.000Z,0.17,28.27,3.13,2,18.89,9.489,265
2021-03-28T00:00:00.000Z,1.1,11.8,2.97,2.23,5.17,2.826,174
2021-03-29T00:00:00.000Z,2.6,8.3,4.53,3.93,5.13,0.896,197
2021-03-30T00:00:00.000Z,2.2,8.33,3.43,3.11,4.3,1.282,220
2021-03-31T00:00:00.000Z,0,17.2,8.59,6.17,11.83,4.544,198
2021-04-01T00:00:00.000Z,0,2.2,0.56,0.37,0.8,0.333,178
2021-04-02T00:00:00.000Z,0.1,4.5,1.03,0.5,2.09,1.036,201
2021-04-03T00:00:00.000Z,0.1,2.83,0.47,0.2,1.13,0.598,209
2021-04-04T00:00:00.000Z,0.47,7.3,2.67,1.8,4.59,1.801,207
2021-04-05T00:00:00.000Z,0.1,2.4,0.6,0.4,0.97,0.358,179
2021-04-06T00:00:00.000Z,0.1,1.47,0.5,0.4,0.6,0.215,237
2021-04-07T00:00:00.000Z,0.1,1.97,0.5,0.3,0.73,0.313,164
2021-04-08T00:00:00.000Z,0.3,4.4,0.87,0.6,1.97,1.134,187
2021-04-09T00:00:00.000Z,0.67,6.1,2.13,1.7,2.77,1.388,188
2021-04-10T00:00:00.000Z,0.6,4.07,1.17,1,1.37,0.498,167
2021-04-11T00:00:00.000Z,0.37,1.87,0.9,0.6,1.2,0.37,141
2021-04-12T00:00:00.000Z,0.2,2.33,0.6,0.4,0.8,0.436,125
2021-04-13T00:00:00.000Z,0.1,1.77,0.5,0.37,0.7,0.38,142
2021-04-14T00:00:00.000Z,0.1,6.2,0.56,0.3,1.32,0.791,133
2021-04-15T00:00:00.000Z,0.3,2.67,0.8,0.6,1.23,0.455,122
2021-04-16T00:00:00.000Z,0.37,2.5,0.85,0.7,1.1,0.432,133
2021-04-17T00:00:00.000Z,0.4,3.27,0.83,0.7,1.1,0.533,147
2021-04-18T00:00:00.000Z,0.4,2.33,0.95,0.7,1.22,0.382,134
2021-04-19T00:00:00.000Z,0.65,2.9,1.17,0.98,1.4,0.399,128
2021-04-20T00:00:00.000Z,0.82,6.93,1.6,1.3,1.92,0.711,130
2021-04-21T00:00:00.000Z,0.1,13.7,0.9,0.3,2.13,3.642,125
2021-04-22T00:00:00.000Z,0.1,2,0.5,0.27,0.7,0.303,118
2021-04-23T00:00:00.000Z,0,2.23,0.4,0.3,1.07,0.576,113
2021-04-24T00:00:00.000Z,0.03,2.02,0.3,0.2,0.5,0.412,131
2021-04-25T00:00:00.000Z,0,1.3,0.2,0.13,0.3,0.199,158
2021-04-26T00:00:00.000Z,0.1,2.33,0.4,0.3,0.5,0.269,133
2021-04-27T00:00:00.000Z,0.2,1.93,0.53,0.4,1.12,0.397,129
2021-04-28T00:00:00.000Z,0.4,2.27,0.83,0.7,1.07,0.37,128
2021-04-29T00:00:00.000Z,0.6,4.5,1.37,0.93,2,0.864,119
2021-04-30T00:00:00.000Z,0.4,1.67,0.85,0.7,1,0.245,103
2021-05-01T00:00:00.000Z,0.3,8.19,2.2,1.33,2.77,1.083,138
2021-05-02T00:00:00.000Z,1.07,6.33,2.25,1.67,2.77,0.839,134
2021-05-03T00:00:00.000Z,0.4,9,1.57,0.8,1.8,0.906,123
2021-05-04T00:00:00.000Z,0.6,6.57,2.38,1.77,4.25,1.485,124
2021-05-05T00:00:00.000Z,0,2,0.4,0.3,1.1,0.481,123
2021-05-06T00:00:00.000Z,0,2.87,1.37,0.7,1.7,0.684,114
2021-05-07T00:00:00.000Z,0.9,3.57,2.02,1.55,2.54,0.662,120
2021-05-08T00:00:00.000Z,0.78,4.3,1.73,1.2,2.47,0.96,129
2021-05-09T00:00:00.000Z,0.6,11.3,2.9,1.35,4.36,3.149,145
2021-05-10T00:00:00.000Z,1.57,5.78,2.37,2.1,2.86,0.62,132
2021-05-11T00:00:00.000Z,0.3,8.25,1.34,1.1,2.83,1.836,122
2021-05-12T00:00:00.000Z,0.82,5.85,3.14,2.2,4.2,1.258,116
2021-05-13T00:00:00.000Z,1.1,7.7,5.45,4.37,6.35,1.943,143
2021-05-14T00:00:00.000Z,1.8,8.75,5.75,5.03,6.42,1.336,130
2021-05-15T00:00:00.000Z,0.2,3.37,1.8,1.3,2.63,0.782,146
2021-05-16T00:00:00.000Z,0.53,3.72,2.24,1.52,2.9,0.754,150
2021-05-17T00:00:00.000Z,0.62,9,3.3,1.98,4.37,2.289,132
2021-05-18T00:00:00.000Z,0.98,4.97,2.52,2.1,3.01,0.797,113
2021-05-19T00:00:00.000Z,0.6,4.07,2.7,2.24,3.16,0.831,148
2021-05-20T00:00:00.000Z,0.6,2.06,1.1,1,1.3,0.259,153
2021-05-21T00:00:00.000Z,0.3,2.85,1.63,1.4,1.99,0.461,145
2021-05-22T00:00:00.000Z,0.47,2.67,1.02,0.8,1.34,0.349,120
2021-05-23T00:00:00.000Z,0.3,3.75,1.25,0.93,1.6,0.588,161
2021-05-24T00:00:00.000Z,0.42,2.73,0.9,0.7,1.37,0.486,147
2021-05-25T00:00:00.000Z,0.7,2.33,1.22,1.06,1.45,0.312,165
2021-05-26T00:00:00.000Z,0.25,2.02,0.6,0.5,0.72,0.241,157
2021-05-27T00:00:00.000Z,0.23,2,1,0.6,1.37,0.428,151
2021-05-28T00:00:00.000Z,0.55,5.92,1.7,1.3,4.13,1.569,154
2021-05-29T00:00:00.000Z,1.27,8.6,3.3,2.29,4.8,1.503,139
2021-05-30T00:00:00.000Z,1.47,9.58,3,2.29,3.37,0.935,169
2021-05-31T00:00:00.000Z,3.1,8.27,5.53,4.8,6.17,1.024,135
2021-06-01T00:00:00.000Z,0.6,8.9,1.32,1,6.78,2.905,171
2021-06-02T00:00:00.000Z,1.1,6.75,2.45,1.79,3.29,1.074,152
2021-06-03T00:00:00.000Z,1.2,4.92,2,1.7,2.42,0.555,152
2021-06-04T00:00:00.000Z,1.37,11.88,2.15,1.86,3.36,1.535,160
2021-06-05T00:00:00.000Z,1.6,7.33,2.95,2.5,4.59,1.507,160
2021-06-06T00:00:00.000Z,1.57,9.13,4.7,2.35,6.33,2.086,195
2021-06-07T00:00:00.000Z,0.3,16.82,4.97,2.37,7.7,3.692,315
2021-06-08T00:00:00.000Z,1.3,11.63,3.17,2.36,3.97,1.408,237
2021-06-09T00:00:00.000Z,1.05,14.43,3.08,1.7,6.1,3.548,259
2021-06-10T00:00:00.000Z,1.2,11.53,5.42,2.9,7.75,2.731,175
2021-06-11T00:00:00.000Z,1.65,20.2,3.6,3.15,5.78,4.3,179
2021-06-12T00:00:00.000Z,0.7,4.05,2.33,2,2.54,0.661,160
2021-06-13T00:00:00.000Z,0.2,9.38,1.02,0.4,2.45,1.685,162
2021-06-14T00:00:00.000Z,0.7,5.97,2.42,2.12,3,1.014,198
2021-06-15T00:00:00.000Z,0.7,5.72,1.5,1.3,1.8,0.474,202
2021-06-16T00:00:00.000Z,0.5,2.1,1.3,1.1,1.5,0.327,170
2021-06-17T00:00:00.000Z,0.8,8.23,1.95,1.61,4.4,1.604,240
2021-06-18T00:00:00.000Z,1,13.32,3.87,2,7.16,3.317,248
2021-06-19T00:00:00.000Z,1.6,9.93,3.08,2.46,8.02,2.693,277
2021-06-20T00:00:00.000Z,0.5,7.97,3.52,2.2,4.25,1.815,299
2021-06-21T00:00:00.000Z,0.25,4.47,1.4,0.93,3,1.099,268
2021-06-22T00:00:00.000Z,1,3.8,2.58,2.06,2.85,0.66,229
2021-06-23T00:00:00.000Z,0.4,3.27,1.4,0.98,2.02,0.667,286
2021-06-24T00:00:00.000Z,1.62,7.8,3.27,2.9,3.67,0.765,262
2021-06-25T00:00:00.000Z,0.7,5.2,2.35,1.37,2.72,0.883,295
2021-06-26T00:00:00.000Z,0.6,7.4,4.09,2.6,5.4,1.727,305
2021-06-27T00:00:00.000Z,0.62,7.17,2.8,2.27,3.3,1.367,308
2021-06-28T00:00:00.000Z,3.12,5.67,4.3,3.95,4.62,0.489,289
2021-06-29T00:00:00.000Z,3.42,9.75,5.3,4.42,6.96,1.565,317
2021-06-30T00:00:00.000Z,3.35,9.63,5.17,4.28,7.85,1.819,293
2021-07-01T00:00:00.000Z,1.05,4.84,1.71,1.5,2.2,0.763,260
2021-07-02T00:00:00.000Z,1.45,10.28,3.33,2.52,4.58,1.882,255
2021-07-03T00:00:00.000Z,2.7,16.48,3.77,3.32,5.61,2.866,328
2021-07-04T00:00:00.000Z,2.72,7.55,4.08,3.37,4.9,0.924,319
2021-07-05T00:00:00.000Z,1.9,6.95,3.91,3.27,4.47,0.852,258
2021-07-06T00:00:00.000Z,0.78,4.8,1.6,1.3,1.92,0.844,296
2021-07-07T00:00:00.000Z,0.65,2.22,1.3,1.1,1.52,0.302,266
2021-07-08T00:00:00.000Z,0.75,3.02,1.52,1.14,1.98,0.505,286
2021-07-09T00:00:00.000Z,0.85,5.53,2.21,1.7,3.63,1.074,324
2021-07-10T00:00:00.000Z,0.75,5.28,2.2,1.5,2.87,0.883,327
2021-07-11T00:00:00.000Z,0.78,2.65,1.42,1.2,1.61,0.267,356
2021-07-12T00:00:00.000Z,0.7,6.9,1.8,1.3,2.12,0.74,263
2021-07-13T00:00:00.000Z,2.27,8.18,4,3.02,6.2,1.654,237
2021-07-14T00:00:00.000Z,5.72,15.8,10.8,9.25,12.47,2.229,256
2021-07-15T00:00:00.000Z,3.45,15.98,6.12,4.65,13.45,4.274,311
2021-07-16T00:00:00.000Z,3.65,10.32,5.78,4.75,7.42,1.825,270
2021-07-17T00:00:00.000Z,0.9,6.33,2.9,2.47,4.73,1.301,324
2021-07-18T00:00:00.000Z,0.33,3.5,1.4,1.05,1.99,0.658,276
2021-07-19T00:00:00.000Z,0.15,3.55,0.6,0.4,2.25,1.031,242
2021-07-20T00:00:00.000Z,1,6.55,2.17,1.8,2.7,0.86,267
2021-07-21T00:00:00.000Z,1.85,4,2.62,2.4,2.9,0.356,292
2021-07-22T00:00:00.000Z,1.8,4.65,2.7,2.42,3.05,0.506,244
2021-07-23T00:00:00.000Z,3.95,15.83,5.95,5.08,6.83,1.272,295
2021-07-24T00:00:00.000Z,1.8,6.92,2.85,2.58,3.4,1.145,287
2021-07-25T00:00:00.000Z,0.7,4.15,2.8,1.55,3.22,0.901,323
2021-07-26T00:00:00.000Z,1.3,8.02,4.53,1.94,6.53,2.111,324
2021-07-27T00:00:00.000Z,3.9,12.43,7.22,6.72,7.67,1.261,335
2021-07-28T00:00:00.000Z,1.37,7.55,3.92,3.3,4.83,1.247,350
2021-07-29T00:00:00.000Z,0.33,5.3,1.67,1.22,3,1.182,291
2021-07-30T00:00:00.000Z,1.12,5.55,2.17,1.75,2.57,0.556,241
2021-07-31T00:00:00.000Z,0.82,4.17,2.37,1.51,3.11,0.915,261
2021-08-01T00:00:00.000Z,0.33,1.7,1,0.74,1.2,0.294,260
2021-08-02T00:00:00.000Z,0.2,4.09,0.81,0.55,1.27,0.521,246
2021-08-03T00:00:00.000Z,0.5,14.53,1,0.8,1.23,1.039,260
2021-08-04T00:00:00.000Z,0.7,3.77,1.5,1.14,1.77,0.43,222
2021-08-05T00:00:00.000Z,1.02,3.92,2.04,1.45,2.6,0.663,258
2021-08-06T00:00:00.000Z,0.55,3.47,1.42,0.98,1.72,0.519,315
2021-08-07T00:00:00.000Z,0.55,3.35,1,0.88,1.1,0.304,323
2021-08-08T00:00:00.000Z,0.53,3.77,1.4,1.2,1.9,0.566,286
2021-08-09T00:00:00.000Z,0.8,3.75,2.1,1.71,2.57,0.585,229
2021-08-10T00:00:00.000Z,0.9,4.05,2.2,1.81,2.54,0.485,297
2021-08-11T00:00:00.000Z,0.5,4.9,2.35,1.34,2.94,0.973,237
2021-08-12T00:00:00.000Z,0.95,6.35,2.72,1.8,3.84,1.178,288
2021-08-13T00:00:00.000Z,1,16.12,2.87,2.08,6.67,3.305,527
2021-08-14T00:00:00.000Z,1.12,3.72,1.9,1.7,2.17,0.383,443
2021-08-15T00:00:00.000Z,0.8,2.7,1.6,1.32,1.8,0.333,464
2021-08-16T00:00:00.000Z,0.56,6,1.52,1.14,1.8,0.499,516
2021-08-17T00:00:00.000Z,0.13,4.45,1.07,0.68,1.75,0.672,542
2021-08-18T00:00:00.000Z,0.25,3.05,1.51,0.88,1.87,0.604,452
2021-08-19T00:00:00.000Z,0.35,3.05,0.9,0.7,1.37,0.546,542
2021-08-20T00:00:00.000Z,0.28,6.92,1,0.64,1.51,0.696,509
2021-08-21T00:00:00.000Z,0.6,3.8,1.8,1.25,2.35,0.641,550
2021-08-22T00:00:00.000Z,0.56,10.15,1.5,1.2,1.9,0.777,512
2021-08-23T00:00:00.000Z,0.68,3.2,1.55,1.17,2,0.536,544
2021-08-24T00:00:00.000Z,0.93,4.03,2.02,1.62,2.49,0.558,529
2021-08-25T00:00:00.000Z,0,5.55,1.41,0.2,2.77,1.504,530
2021-08-26T00:00:00.000Z,0,2.1,0.55,0.3,0.79,0.481,388
2021-08-27T00:00:00.000Z,0.13,2.29,1.17,0.75,1.47,0.491,416
2021-08-28T00:00:00.000Z,0.4,3.67,1.87,1.3,2.7,0.843,375
2021-08-29T00:00:00.000Z,2.22,5.75,3.9,3.4,4.33,0.667,396
2021-08-30T00:00:00.000Z,1.45,6.12,2.92,2.29,4.03,0.97,524
2021-08-31T00:00:00.000Z,1.95,10.55,2.8,2.42,3.33,1.272,534
2021-09-01T00:00:00.000Z,1.87,8.48,2.85,2.54,3.35,0.944,527
2021-09-02T00:00:00.000Z,0.37,10.55,5.37,4.42,6.35,2.157,519
2021-09-03T00:00:00.000Z,0.5,6.62,2.35,1.5,4.37,1.518,546
2021-09-04T00:00:00.000Z,0.23,6.25,0.9,0.7,1.23,0.684,544
2021-09-05T00:00:00.000Z,0.4,4.78,0.9,0.7,1.05,0.441,475
2021-09-06T00:00:00.000Z,0.37,2.98,1.1,0.88,1.45,0.515,471
2021-09-07T00:00:00.000Z,2.2,18.35,5.95,4.61,8.39,3.504,448
2021-09-08T00:00:00.000Z,2.85,21.85,11.94,5,15.98,5.724,562
2021-09-09T00:00:00.000Z,6.3,24.52,12.58,10.3,15.8,4.424,498
